,Index,LMNIDS03
1233,2009-05-11,672
1234,2009-05-12,648
1235,2009-05-13,714
1236,2009-05-14,608
1237,2009-05-15,1488
1238,2009-05-18,751
1239,2009-05-19,6314
1240,2009-05-20,567
1241,2009-05-21,651
1242,2009-05-22,1040
1243,2009-05-26,971
1244,2009-05-27,816
1245,2009-05-28,930
1246,2009-05-29,1521
1247,2009-06-01,1245
1248,2009-06-02,919
1249,2009-06-03,599
1250,2009-06-04,1163
1251,2009-06-05,1487
1252,2009-06-08,678
1253,2009-06-09,693
1254,2009-06-10,1084
1255,2009-06-11,938
1256,2009-06-12,1146
1257,2009-06-15,1173
1258,2009-06-16,9890
1259,2009-06-17,865
1260,2009-06-18,592
1261,2009-06-19,843
1262,2009-06-22,589
1263,2009-06-23,732
1264,2009-06-24,894
1265,2009-06-25,708
1266,2009-06-26,1324
1267,2009-06-29,651
1268,2009-06-30,864
1269,2009-07-01,1006
1270,2009-07-02,1678
1271,2009-07-03,1900
1272,2009-07-06,742
1273,2009-07-07,1182
1274,2009-07-08,693
1275,2009-07-09,649
1276,2009-07-10,1061
1277,2009-07-13,808
1278,2009-07-14,682
1279,2009-07-15,944
1280,2009-07-16,966
1281,2009-07-17,1034
1282,2009-07-20,562
1283,2009-07-21,4904
1284,2009-07-22,479
1285,2009-07-23,521
1286,2009-07-24,1582
1287,2009-07-27,630
1288,2009-07-28,743
1289,2009-07-29,829
1290,2009-07-30,1404
1291,2009-07-31,1895
1292,2009-08-03,792
1293,2009-08-04,1189
1294,2009-08-05,1107
1295,2009-08-06,863
1296,2009-08-07,1282
1297,2009-08-10,710
1298,2009-08-11,733
1299,2009-08-12,1042
1300,2009-08-13,1438
1301,2009-08-14,2125
1302,2009-08-17,805
1303,2009-08-18,8979
1304,2009-08-19,826
1305,2009-08-20,539
1306,2009-08-21,885
1307,2009-08-24,711
1308,2009-08-25,609
1309,2009-08-26,921
1310,2009-08-27,1149
1311,2009-08-28,1529
1312,2009-09-01,744
1313,2009-09-02,529
1314,2009-09-03,406
1315,2009-09-04,642
1316,2009-09-07,181
1317,2009-09-08,911
1318,2009-09-09,520
1319,2009-09-10,732
1320,2009-09-11,727
1321,2009-09-14,603
1322,2009-09-15,899
1323,2009-09-16,6775
1324,2009-09-17,504
1325,2009-09-18,393
1326,2009-09-21,390
1327,2009-09-22,729
1328,2009-09-23,1271
1329,2009-09-24,790
1330,2009-09-25,993
1331,2009-09-28,438
1332,2009-09-29,697
1333,2009-09-30,1147
1334,2009-10-01,690
1335,2009-10-02,1020
1336,2009-10-05,571
1337,2009-10-06,714
1338,2009-10-07,875
1339,2009-10-08,1274
1340,2009-10-09,1174
1341,2009-10-12,452
1342,2009-10-13,1004
1343,2009-10-14,326
1344,2009-10-15,639
1345,2009-10-16,691
1346,2009-10-19,412
1347,2009-10-20,11012
1348,2009-10-21,1052
1349,2009-10-22,636
1350,2009-10-23,714
1351,2009-10-26,551
1352,2009-10-27,615
1353,2009-10-28,1081
1354,2009-10-29,647
1355,2009-10-30,738
1356,2009-11-02,888
1357,2009-11-03,798
1358,2009-11-04,720
1359,2009-11-05,597
1360,2009-11-06,1099
1361,2009-11-09,621
1362,2009-11-10,1206
1363,2009-11-11,678
1364,2009-11-12,1125
1365,2009-11-13,1406
1366,2009-11-16,577
1367,2009-11-17,4183
1368,2009-11-18,600
1369,2009-11-19,612
1370,2009-11-20,1013
1371,2009-11-23,498
1372,2009-11-24,655
1373,2009-11-25,560
1374,2009-11-26,423
1375,2009-11-27,1196
1376,2009-11-30,1627
1377,2009-12-01,619
1378,2009-12-02,657
1379,2009-12-03,832
1380,2009-12-04,676
1381,2009-12-07,687
1382,2009-12-08,1045
1383,2009-12-09,1335
1384,2009-12-10,818
1385,2009-12-11,686
1386,2009-12-14,485
1387,2009-12-15,612
1388,2009-12-16,1052
1389,2009-12-17,13201
1390,2009-12-18,526
1391,2009-12-21,1287
1392,2009-12-22,1239
1393,2009-12-23,700
1394,2009-12-24,526
1395,2009-12-29,855
1396,2009-12-30,716
1397,2009-12-31,547
1398,2010-01-04,629
1399,2010-01-05,913
1400,2010-01-06,1397
1401,2010-01-07,544
1402,2010-01-08,827
1403,2010-01-11,619
1404,2010-01-12,1262
1405,2010-01-13,926
1406,2010-01-14,780
1407,2010-01-15,556
1408,2010-01-18,564
1409,2010-01-19,1321
1410,2010-01-20,707
1411,2010-01-21,3582
1412,2010-01-22,1227
1413,2010-01-25,454
1414,2010-01-26,923
1415,2010-01-27,864
1416,2010-01-28,1238
1417,2010-01-29,1598
1418,2010-02-01,994
1419,2010-02-02,450
1420,2010-02-03,828
1421,2010-02-04,2070
1422,2010-02-05,1139
1423,2010-02-08,841
1424,2010-02-09,743
1425,2010-02-10,1198
1426,2010-02-11,711
1427,2010-02-12,1417
1428,2010-02-15,1131
1429,2010-02-16,1252
1430,2010-02-17,2384
1431,2010-02-18,937
1432,2010-02-19,11408
1433,2010-02-22,1129
1434,2010-02-23,778
1435,2010-02-24,1470
1436,2010-02-25,652
1437,2010-02-26,789
1438,2010-03-01,789
1439,2010-03-02,986
1440,2010-03-03,1192
1441,2010-03-04,690
1442,2010-03-05,944
1443,2010-03-08,487
1444,2010-03-09,918
1445,2010-03-10,1034
1446,2010-03-11,601
1447,2010-03-12,943
1448,2010-03-15,495
1449,2010-03-16,8208
1450,2010-03-17,815
1451,2010-03-18,582
1452,2010-03-19,1290
1453,2010-03-22,423
1454,2010-03-23,907
1455,2010-03-24,938
1456,2010-03-25,787
1457,2010-03-26,1141
1458,2010-03-29,665
1459,2010-03-30,423
1460,2010-03-31,1669
1461,2010-04-01,787
1462,2010-04-06,890
1463,2010-04-07,984
1464,2010-04-08,585
1465,2010-04-09,700
1466,2010-04-12,505
1467,2010-04-13,1035
1468,2010-04-14,732
1469,2010-04-15,794
1470,2010-04-16,886
1471,2010-04-19,716
1472,2010-04-20,887
1473,2010-04-21,9202
1474,2010-04-22,605
1475,2010-04-23,516
1476,2010-04-26,330
1477,2010-04-27,912
1478,2010-04-28,1192
1479,2010-04-29,674
1480,2010-04-30,791
1481,2010-05-04,1058
1482,2010-05-05,1666
1483,2010-05-06,1102
1484,2010-05-07,1249
1485,2010-05-10,957
1486,2010-05-11,726
1487,2010-05-12,697
1488,2010-05-13,501
1489,2010-05-14,1176
1490,2010-05-17,966
1491,2010-05-18,3513
1492,2010-05-19,633
1493,2010-05-20,584
1494,2010-05-21,910
1495,2010-05-24,588
1496,2010-05-25,784
1497,2010-05-26,589
1498,2010-05-27,619
1499,2010-05-28,895
1500,2010-06-01,1164
1501,2010-06-02,916
1502,2010-06-03,960
1503,2010-06-04,1330
1504,2010-06-07,586
1505,2010-06-08,1416
1506,2010-06-09,897
1507,2010-06-10,703
1508,2010-06-11,1094
1509,2010-06-14,775
1510,2010-06-15,11056
1511,2010-06-16,457
1512,2010-06-17,369
1513,2010-06-18,642
1514,2010-06-21,540
1515,2010-06-22,676
1516,2010-06-23,446
1517,2010-06-24,331
1518,2010-06-25,801
1519,2010-06-28,601
1520,2010-06-29,883
1521,2010-06-30,836
1522,2010-07-01,756
1523,2010-07-02,1026
1524,2010-07-05,485
1525,2010-07-06,499
1526,2010-07-07,611
1527,2010-07-08,539
1528,2010-07-09,855
1529,2010-07-12,404
1530,2010-07-13,930
1531,2010-07-14,707
1532,2010-07-15,378
1533,2010-07-16,872
1534,2010-07-19,778
1535,2010-07-20,4765
1536,2010-07-21,697
1537,2010-07-22,1290
1538,2010-07-23,2234
1539,2010-07-26,680
1540,2010-07-27,744
1541,2010-07-28,443
1542,2010-07-29,717
1543,2010-07-30,1105
1544,2010-08-02,885
1545,2010-08-03,507
1546,2010-08-04,420
1547,2010-08-05,746
1548,2010-08-06,896
1549,2010-08-09,896
1550,2010-08-10,1083
1551,2010-08-11,610
1552,2010-08-12,857
1553,2010-08-13,1077
1554,2010-08-16,308
1555,2010-08-17,11323
1556,2010-08-18,485
1557,2010-08-19,678
1558,2010-08-20,779
1559,2010-08-23,584
1560,2010-08-24,750
1561,2010-08-25,1457
1562,2010-08-26,1861
1563,2010-08-27,1592
1564,2010-08-31,799
1565,2010-09-01,579
1566,2010-09-02,656
1567,2010-09-03,537
1568,2010-09-06,465
1569,2010-09-07,725
1570,2010-09-08,1177
1571,2010-09-09,1165
1572,2010-09-10,1106
1573,2010-09-13,467
1574,2010-09-14,528
1575,2010-09-15,7436
1576,2010-09-16,687
1577,2010-09-17,505
1578,2010-09-20,413
1579,2010-09-21,796
1580,2010-09-22,495
1581,2010-09-23,534
1582,2010-09-24,387
1583,2010-09-27,409
1584,2010-09-28,642
1585,2010-09-29,1045
1586,2010-09-30,685
1587,2010-10-01,613
1588,2010-10-04,924
1589,2010-10-05,694
1590,2010-10-06,1028
1591,2010-10-07,590
1592,2010-10-08,791
1593,2010-10-11,537
1594,2010-10-12,879
1595,2010-10-13,452
1596,2010-10-14,526
1597,2010-10-15,962
1598,2010-10-18,503
1599,2010-10-19,14245
1600,2010-10-20,616
1601,2010-10-21,634
1602,2010-10-22,1011
1603,2010-10-25,367
1604,2010-10-26,715
1605,2010-10-27,734
1606,2010-10-28,377
1607,2010-10-29,734
1608,2010-11-01,549
1609,2010-11-02,556
1610,2010-11-03,635
1611,2010-11-04,828
1612,2010-11-05,1168
1613,2010-11-08,542
1614,2010-11-09,595
1615,2010-11-10,517
1616,2010-11-11,417
1617,2010-11-12,1669
1618,2010-11-15,1259
1619,2010-11-16,4930
1620,2010-11-17,687
1621,2010-11-18,635
1622,2010-11-19,747
1623,2010-11-22,514
1624,2010-11-23,611
1625,2010-11-24,762
1626,2010-11-25,428
1627,2010-11-26,577
1628,2010-11-29,579
1629,2010-11-30,902
1630,2010-12-01,804
1631,2010-12-02,1032
1632,2010-12-03,309
1633,2010-12-06,443
1634,2010-12-07,1172
1635,2010-12-08,828
1636,2010-12-09,535
1637,2010-12-10,678
1638,2010-12-13,893
1639,2010-12-14,1331
1640,2010-12-15,1062
1641,2010-12-16,11376
1642,2010-12-17,826
1643,2010-12-20,947
1644,2010-12-21,1176
1645,2010-12-22,665
1646,2010-12-23,590
1647,2010-12-24,197
1648,2010-12-29,604
1649,2010-12-30,420
1650,2010-12-31,905
1651,2011-01-04,753
1652,2011-01-05,775
1653,2011-01-06,578
1654,2011-01-07,460
1655,2011-01-10,720
1656,2011-01-11,1183
1657,2011-01-12,1700
1658,2011-01-13,1045
1659,2011-01-14,1355
1660,2011-01-17,558
1661,2011-01-18,1608
1662,2011-01-19,838
1663,2011-01-20,4858
1664,2011-01-21,806
1665,2011-01-24,633
1666,2011-01-25,1103
1667,2011-01-26,1508
1668,2011-01-27,1271
1669,2011-01-28,987
1670,2011-01-31,1460
1671,2011-02-01,1243
1672,2011-02-02,1337
1673,2011-02-03,1762
1674,2011-02-04,921
1675,2011-02-07,1546
1676,2011-02-08,761
1677,2011-02-09,861
1678,2011-02-10,1048
1679,2011-02-11,748
1680,2011-02-14,1259
1681,2011-02-15,768
1682,2011-02-16,972
1683,2011-02-17,823
1684,2011-02-18,13468
1685,2011-02-21,691
1686,2011-02-22,967
1687,2011-02-23,1498
1688,2011-02-24,1463
1689,2011-02-25,943
1690,2011-02-28,955
1691,2011-03-01,774
1692,2011-03-02,737
1693,2011-03-03,771
1694,2011-03-04,1372
1695,2011-03-07,1269
1696,2011-03-08,1039
1697,2011-03-09,782
1698,2011-03-10,1586
1699,2011-03-11,2291
1700,2011-03-14,555
1701,2011-03-15,9519
1702,2011-03-16,522
1703,2011-03-17,1005
1704,2011-03-18,1328
1705,2011-03-21,321
1706,2011-03-22,753
1707,2011-03-23,468
1708,2011-03-24,622
1709,2011-03-25,765
1710,2011-03-28,673
1711,2011-03-29,641
1712,2011-03-30,614
1713,2011-03-31,1033
1714,2011-04-01,1514
1715,2011-04-04,675
1716,2011-04-05,1750
1717,2011-04-06,1370
1718,2011-04-07,1540
1719,2011-04-08,1092
1720,2011-04-11,733
1721,2011-04-12,1201
1722,2011-04-13,986
1723,2011-04-14,856
1724,2011-04-15,671
1725,2011-04-18,733
1726,2011-04-19,903
1727,2011-04-20,9149
1728,2011-04-21,823
1729,2011-04-26,482
1730,2011-04-27,446
1731,2011-04-28,776
1732,2011-05-03,1084
1733,2011-05-04,760
1734,2011-05-05,2176
1735,2011-05-06,2595
1736,2011-05-09,825
1737,2011-05-10,607
1738,2011-05-11,767
1739,2011-05-12,1226
1740,2011-05-13,1432
1741,2011-05-16,728
1742,2011-05-17,4650
1743,2011-05-18,1193
1744,2011-05-19,1660
1745,2011-05-20,1939
1746,2011-05-23,2010
1747,2011-05-24,452
1748,2011-05-25,1175
1749,2011-05-26,822
1750,2011-05-27,1395
1751,2011-05-31,593
1752,2011-06-01,511
1753,2011-06-02,756
1754,2011-06-03,986
1755,2011-06-06,389
1756,2011-06-07,558
1757,2011-06-08,862
1758,2011-06-09,689
1759,2011-06-10,1061
1760,2011-06-13,992
1761,2011-06-14,1340
1762,2011-06-15,635
1763,2011-06-16,721
1764,2011-06-17,1126
1765,2011-06-20,901
1766,2011-06-21,10535
1767,2011-06-22,420
1768,2011-06-23,700
1769,2011-06-24,803
1770,2011-06-27,527
1771,2011-06-28,704
1772,2011-06-29,889
1773,2011-06-30,1373
1774,2011-07-01,1496
1775,2011-07-04,218
1776,2011-07-05,570
1777,2011-07-06,523
1778,2011-07-07,939
1779,2011-07-08,1491
1780,2011-07-11,864
1781,2011-07-12,660
1782,2011-07-13,1015
1783,2011-07-14,398
1784,2011-07-15,912
1785,2011-07-18,759
1786,2011-07-19,3684
1787,2011-07-20,705
1788,2011-07-21,796
1789,2011-07-22,1029
1790,2011-07-25,549
1791,2011-07-26,727
1792,2011-07-27,647
1793,2011-07-28,509
1794,2011-07-29,1159
1795,2011-08-01,973
1796,2011-08-02,600
1797,2011-08-03,938
1798,2011-08-04,1125
1799,2011-08-05,2502
1800,2011-08-08,1512
1801,2011-08-09,1508
1802,2011-08-10,1211
1803,2011-08-11,839
1804,2011-08-12,1067
1805,2011-08-15,759
1806,2011-08-16,7334
1807,2011-08-17,521
1808,2011-08-18,661
1809,2011-08-19,989
1810,2011-08-22,761
1811,2011-08-23,1020
1812,2011-08-24,1033
1813,2011-08-25,1226
1814,2011-08-26,1915
1815,2011-08-30,816
1816,2011-08-31,1384
1817,2011-09-01,715
1818,2011-09-02,937
1819,2011-09-05,796
1820,2011-09-06,760
1821,2011-09-07,1204
1822,2011-09-08,714
1823,2011-09-09,541
1824,2011-09-12,672
1825,2011-09-13,887
1826,2011-09-14,680
1827,2011-09-15,754
1828,2011-09-16,621
1829,2011-09-19,719
1830,2011-09-20,727
1831,2011-09-21,9760
1832,2011-09-22,2079
1833,2011-09-23,2314
1834,2011-09-26,1796
1835,2011-09-27,2494
1836,2011-09-28,2579
1837,2011-09-29,779
1838,2011-09-30,812
1839,2011-10-03,1601
1840,2011-10-04,899
1841,2011-10-05,621
1842,2011-10-06,617
1843,2011-10-07,864
1844,2011-10-10,512
1845,2011-10-11,785
1846,2011-10-12,728
1847,2011-10-13,1064
1848,2011-10-14,1308
1849,2011-10-17,529
1850,2011-10-18,8662
1851,2011-10-19,677
1852,2011-10-20,780
1853,2011-10-21,947
1854,2011-10-24,1615
1855,2011-10-25,925
1856,2011-10-26,944
1857,2011-10-27,880
1858,2011-10-28,1082
1859,2011-10-31,419
1860,2011-11-01,1457
1861,2011-11-02,934
1862,2011-11-03,856
1863,2011-11-04,1414
1864,2011-11-07,431
1865,2011-11-08,891
1866,2011-11-09,750
1867,2011-11-10,512
1868,2011-11-11,831
1869,2011-11-14,1013
1870,2011-11-15,6560
1871,2011-11-16,585
1872,2011-11-17,661
1873,2011-11-18,864
1874,2011-11-21,798
1875,2011-11-22,527
1876,2011-11-23,1053
1877,2011-11-24,466
1878,2011-11-25,657
1879,2011-11-28,598
1880,2011-11-29,582
1881,2011-11-30,1636
1882,2011-12-01,1020
1883,2011-12-02,1160
1884,2011-12-05,1550
1885,2011-12-06,1261
1886,2011-12-07,934
1887,2011-12-08,889
1888,2011-12-09,813
1889,2011-12-12,731
1890,2011-12-13,454
1891,2011-12-14,820
1892,2011-12-15,814
1893,2011-12-16,1151
1894,2011-12-19,810
1895,2011-12-20,1255
1896,2011-12-21,12130
1897,2011-12-22,592
1898,2011-12-23,628
1899,2011-12-28,794
1900,2011-12-29,535
1901,2011-12-30,867
1902,2012-01-03,660
1903,2012-01-04,810
1904,2012-01-05,575
1905,2012-01-06,1164
1906,2012-01-09,836
1907,2012-01-10,1879
1908,2012-01-11,1012
1909,2012-01-12,1819
1910,2012-01-13,911
1911,2012-01-16,604
1912,2012-01-17,661
1913,2012-01-18,4527
1914,2012-01-19,1337
1915,2012-01-20,958
1916,2012-01-23,808
1917,2012-01-24,804
1918,2012-01-25,1050
1919,2012-01-26,1248
1920,2012-01-27,971
1921,2012-01-30,806
1922,2012-01-31,1163
1923,2012-02-01,1140
1924,2012-02-02,1027
1925,2012-02-03,940
1926,2012-02-06,1038
1927,2012-02-07,1411
1928,2012-02-08,1880
1929,2012-02-09,1042
1930,2012-02-10,1433
1931,2012-02-13,1829
1932,2012-02-14,1900
1933,2012-02-15,1411
1934,2012-02-16,11889
1935,2012-02-17,1404
1936,2012-02-20,573
1937,2012-02-21,1004
1938,2012-02-22,865
1939,2012-02-23,808
1940,2012-02-24,665
1941,2012-02-27,540
1942,2012-02-28,1033
1943,2012-02-29,1797
1944,2012-03-01,967
1945,2012-03-02,1587
1946,2012-03-05,1074
1947,2012-03-06,1402
1948,2012-03-07,765
1949,2012-03-08,1185
1950,2012-03-09,1608
1951,2012-03-12,895
1952,2012-03-13,707
1953,2012-03-14,537
1954,2012-03-15,686
1955,2012-03-16,751
1956,2012-03-19,791
1957,2012-03-20,8219
1958,2012-03-21,807
1959,2012-03-22,1010
1960,2012-03-23,1885
1961,2012-03-26,562
1962,2012-03-27,1457
1963,2012-03-28,1244
1964,2012-03-29,1387
1965,2012-03-30,2562
1966,2012-04-02,987
1967,2012-04-03,1159
1968,2012-04-04,1438
1969,2012-04-05,1725
1970,2012-04-10,628
1971,2012-04-11,607
1972,2012-04-12,996
1973,2012-04-13,712
1974,2012-04-16,1235
1975,2012-04-17,834
1976,2012-04-18,12360
1977,2012-04-19,1191
1978,2012-04-20,627
1979,2012-04-23,1023
1980,2012-04-24,1130
1981,2012-04-25,841
1982,2012-04-26,1548
1983,2012-04-27,1000
1984,2012-04-30,1139
1985,2012-05-01,1215
1986,2012-05-02,1545
1987,2012-05-03,1037
1988,2012-05-04,1932
1989,2012-05-08,1048
1990,2012-05-09,978
1991,2012-05-10,1026
1992,2012-05-11,1096
1993,2012-05-14,841
1994,2012-05-15,5651
1995,2012-05-16,1142
1996,2012-05-17,967
1997,2012-05-18,1392
1998,2012-05-21,731
1999,2012-05-22,685
2000,2012-05-23,762
2001,2012-05-24,628
2002,2012-05-25,1079
2003,2012-05-28,447
2004,2012-05-29,1316
2005,2012-05-30,1375
2006,2012-05-31,670
2007,2012-06-01,911
2008,2012-06-06,1327
2009,2012-06-07,1487
2010,2012-06-08,2457
2011,2012-06-11,1526
2012,2012-06-12,1145
2013,2012-06-13,440
2014,2012-06-14,914
2015,2012-06-15,1252
2016,2012-06-18,651
2017,2012-06-19,11522
2018,2012-06-20,1048
2019,2012-06-21,1204
2020,2012-06-22,1386
2021,2012-06-25,665
2022,2012-06-26,828
2023,2012-06-27,631
2024,2012-06-28,1217
2025,2012-06-29,1318
2026,2012-07-02,696
2027,2012-07-03,1613
2028,2012-07-04,796
2029,2012-07-05,1437
2030,2012-07-06,2308
2031,2012-07-09,862
2032,2012-07-10,1063
2033,2012-07-11,1176
2034,2012-07-12,1543
2035,2012-07-13,2048
2036,2012-07-16,866
2037,2012-07-17,8339
2038,2012-07-18,713
2039,2012-07-19,804
2040,2012-07-20,983
2041,2012-07-23,1111
2042,2012-07-24,1043
2043,2012-07-25,1109
2044,2012-07-26,850
2045,2012-07-27,1074
2046,2012-07-30,1318
2047,2012-07-31,1149
2048,2012-08-01,1240
2049,2012-08-02,1125
2050,2012-08-03,1638
2051,2012-08-06,813
2052,2012-08-07,535
2053,2012-08-08,684
2054,2012-08-09,784
2055,2012-08-10,1249
2056,2012-08-13,1633
2057,2012-08-14,871
2058,2012-08-15,867
2059,2012-08-16,798
2060,2012-08-17,1586
2061,2012-08-20,559
2062,2012-08-21,15414
2063,2012-08-22,924
2064,2012-08-23,1850
2065,2012-08-24,2494
2066,2012-08-28,1017
2067,2012-08-29,1061
2068,2012-08-30,1788
2069,2012-08-31,2547
2070,2012-09-03,1027
2071,2012-09-04,1159
2072,2012-09-05,1032
2073,2012-09-06,928
2074,2012-09-07,2191
2075,2012-09-10,1881
2076,2012-09-11,1435
2077,2012-09-12,1179
2078,2012-09-13,1149
2079,2012-09-14,2004
2080,2012-09-17,2049
2081,2012-09-18,1801
2082,2012-09-19,10267
2083,2012-09-20,1672
2084,2012-09-21,891
2085,2012-09-24,968
2086,2012-09-25,1641
2087,2012-09-26,1866
2088,2012-09-27,1881
2089,2012-09-28,1255
2090,2012-10-01,1679
2091,2012-10-02,2357
2092,2012-10-03,801
2093,2012-10-04,760
2094,2012-10-05,1415
2095,2012-10-08,711
2096,2012-10-09,1037
2097,2012-10-10,1533
2098,2012-10-11,1252
2099,2012-10-12,3112
2100,2012-10-15,1019
2101,2012-10-16,13636
2102,2012-10-17,994
2103,2012-10-18,1416
2104,2012-10-19,1813
2105,2012-10-22,1432
2106,2012-10-23,1150
2107,2012-10-24,756
2108,2012-10-25,1127
2109,2012-10-26,1537
2110,2012-10-29,1178
2111,2012-10-30,661
2112,2012-10-31,1277
2113,2012-11-01,1161
2114,2012-11-02,1522
2115,2012-11-05,1075
2116,2012-11-06,860
2117,2012-11-07,790
2118,2012-11-08,599
2119,2012-11-09,944
2120,2012-11-12,587
2121,2012-11-13,1330
2122,2012-11-14,764
2123,2012-11-15,1162
2124,2012-11-16,1740
2125,2012-11-19,1448
2126,2012-11-20,5536
2127,2012-11-21,1098
2128,2012-11-22,1310
2129,2012-11-23,1702
2130,2012-11-26,1084
2131,2012-11-27,1583
2132,2012-11-28,1974
2133,2012-11-29,2725
2134,2012-11-30,3979
2135,2012-12-03,1540
2136,2012-12-04,2061
2137,2012-12-05,1093
2138,2012-12-06,1064
2139,2012-12-07,978
2140,2012-12-10,1717
2141,2012-12-11,2009
2142,2012-12-12,824
2143,2012-12-13,979
2144,2012-12-14,863
2145,2012-12-17,784
2146,2012-12-18,906
2147,2012-12-19,1414
2148,2012-12-20,22478
2149,2012-12-21,1066
2150,2012-12-24,608
2151,2012-12-27,841
2152,2012-12-28,1174
2153,2012-12-31,1328
2154,2013-01-02,862
2155,2013-01-03,882
2156,2013-01-04,1228
2157,2013-01-07,790
2158,2013-01-08,1257
2159,2013-01-09,723
2160,2013-01-10,1506
2161,2013-01-11,1025
2162,2013-01-14,1225
2163,2013-01-15,1618
2164,2013-01-16,1007
2165,2013-01-17,5766
2166,2013-01-18,649
2167,2013-01-21,827
2168,2013-01-22,1410
2169,2013-01-23,647
2170,2013-01-24,1028
2171,2013-01-25,999
2172,2013-01-28,1472
2173,2013-01-29,2480
2174,2013-01-30,1972
2175,2013-01-31,2806
2176,2013-02-01,1283
2177,2013-02-04,782
2178,2013-02-05,1074
2179,2013-02-06,1742
2180,2013-02-07,2068
2181,2013-02-08,876
2182,2013-02-11,682
2183,2013-02-12,620
2184,2013-02-13,1585
2185,2013-02-14,488
2186,2013-02-15,15127
2187,2013-02-18,1320
2188,2013-02-19,1562
2189,2013-02-20,2829
2190,2013-02-21,1977
2191,2013-02-22,1351
2192,2013-02-25,1556
2193,2013-02-26,1527
2194,2013-02-27,1920
2195,2013-02-28,2554
2196,2013-03-01,1401
2197,2013-03-04,926
2198,2013-03-05,865
2199,2013-03-06,1021
2200,2013-03-07,551
2201,2013-03-08,817
2202,2013-03-11,1199
2203,2013-03-12,1165
2204,2013-03-13,654
2205,2013-03-14,969
2206,2013-03-15,1852
2207,2013-03-18,1662
2208,2013-03-19,7647
2209,2013-03-20,799
2210,2013-03-21,1322
2211,2013-03-22,1987
2212,2013-03-25,559
2213,2013-03-26,811
2214,2013-03-27,725
2215,2013-03-28,1059
2216,2013-04-02,1981
2217,2013-04-03,1851
2218,2013-04-04,1214
2219,2013-04-05,1467
2220,2013-04-08,728
2221,2013-04-09,764
2222,2013-04-10,1027
2223,2013-04-11,804
2224,2013-04-12,1692
2225,2013-04-15,1907
2226,2013-04-16,1332
2227,2013-04-17,15713
2228,2013-04-18,1049
2229,2013-04-19,1377
2230,2013-04-22,974
2231,2013-04-23,959
2232,2013-04-24,1340
2233,2013-04-25,1147
2234,2013-04-26,850
2235,2013-04-29,727
2236,2013-04-30,1503
2237,2013-05-01,1469
2238,2013-05-02,1778
2239,2013-05-03,1928
2240,2013-05-07,1130
2241,2013-05-08,1386
2242,2013-05-09,958
2243,2013-05-10,1323
2244,2013-05-13,648
2245,2013-05-14,1110
2246,2013-05-15,938
2247,2013-05-16,815
2248,2013-05-17,1668
2249,2013-05-20,970
2250,2013-05-21,5699
2251,2013-05-22,1097
2252,2013-05-23,841
2253,2013-05-24,1385
2254,2013-05-28,858
2255,2013-05-29,925
2256,2013-05-30,923
2257,2013-05-31,1100
2258,2013-06-03,1601
2259,2013-06-04,1461
2260,2013-06-05,1149
2261,2013-06-06,836
2262,2013-06-07,1330
2263,2013-06-10,785
2264,2013-06-11,1765
2265,2013-06-12,1338
2266,2013-06-13,1454
2267,2013-06-14,1800
2268,2013-06-17,929
2269,2013-06-18,14793
2270,2013-06-19,1350
2271,2013-06-20,1166
2272,2013-06-21,1821
2273,2013-06-24,1281
2274,2013-06-25,1173
2275,2013-06-26,1815
2276,2013-06-27,994
2277,2013-06-28,1472
2278,2013-07-01,1019
2279,2013-07-02,897
2280,2013-07-03,780
2281,2013-07-04,514
2282,2013-07-05,2441
2283,2013-07-08,1047
2284,2013-07-09,988
2285,2013-07-10,833
2286,2013-07-11,1267
2287,2013-07-12,1869
2288,2013-07-15,1275
2289,2013-07-16,7911
2290,2013-07-17,1798
2291,2013-07-18,762
2292,2013-07-19,1293
2293,2013-07-22,1141
2294,2013-07-23,644
2295,2013-07-24,1011
2296,2013-07-25,956
2297,2013-07-26,1412
2298,2013-07-29,534
2299,2013-07-30,1692
2300,2013-07-31,1081
2301,2013-08-01,1060
2302,2013-08-02,1826
2303,2013-08-05,651
2304,2013-08-06,891
2305,2013-08-07,880
2306,2013-08-08,1510
2307,2013-08-09,2755
2308,2013-08-12,1539
2309,2013-08-13,1470
2310,2013-08-14,797
2311,2013-08-15,888
2312,2013-08-16,1593
2313,2013-08-19,709
2314,2013-08-20,15937
2315,2013-08-21,1136
2316,2013-08-22,1166
2317,2013-08-23,1632
2318,2013-08-27,800
2319,2013-08-28,1063
2320,2013-08-29,1470
2321,2013-08-30,2467
2322,2013-09-02,909
2323,2013-09-03,1136
2324,2013-09-04,940
2325,2013-09-05,695
2326,2013-09-06,1192
2327,2013-09-09,861
2328,2013-09-10,1324
2329,2013-09-11,862
2330,2013-09-12,1016
2331,2013-09-13,1041
2332,2013-09-16,1064
2333,2013-09-17,691
2334,2013-09-18,14470
2335,2013-09-19,1356
2336,2013-09-20,833
2337,2013-09-23,984
2338,2013-09-24,1355
2339,2013-09-25,1913
2340,2013-09-26,1050
2341,2013-09-27,1286
2342,2013-09-30,1162
2343,2013-10-01,751
2344,2013-10-02,1611
2345,2013-10-03,1134
2346,2013-10-04,2240
2347,2013-10-07,1079
2348,2013-10-08,1047
2349,2013-10-09,713
2350,2013-10-10,843
2351,2013-10-11,1521
2352,2013-10-14,1307
2353,2013-10-15,14875
2354,2013-10-16,949
2355,2013-10-17,779
