,Index,LMSNDS03
1245,2009-05-29,579
1246,2009-06-01,253
1247,2009-06-02,256
1248,2009-06-03,112
1249,2009-06-04,326
1250,2009-06-05,372
1251,2009-06-08,216
1252,2009-06-09,689
1253,2009-06-10,285
1254,2009-06-11,364
1255,2009-06-12,402
1256,2009-06-15,173
1257,2009-06-16,4174
1258,2009-06-17,83
1259,2009-06-18,171
1260,2009-06-19,243
1261,2009-06-22,300
1262,2009-06-23,381
1263,2009-06-24,470
1264,2009-06-25,123
1265,2009-06-26,195
1266,2009-06-29,111
1267,2009-06-30,176
1268,2009-07-01,122
1269,2009-07-02,75
1270,2009-07-03,137
1271,2009-07-06,99
1272,2009-07-07,153
1273,2009-07-08,212
1274,2009-07-09,289
1275,2009-07-10,587
1276,2009-07-13,213
1277,2009-07-14,115
1278,2009-07-15,133
1279,2009-07-16,241
1280,2009-07-17,295
1281,2009-07-20,175
1282,2009-07-21,737
1283,2009-07-22,119
1284,2009-07-23,162
1285,2009-07-24,249
1286,2009-07-27,149
1287,2009-07-28,230
1288,2009-07-29,115
1289,2009-07-30,307
1290,2009-07-31,991
1291,2009-08-03,431
1292,2009-08-04,260
1293,2009-08-05,289
1294,2009-08-06,299
1295,2009-08-07,338
1296,2009-08-10,120
1297,2009-08-11,97
1298,2009-08-12,158
1299,2009-08-13,405
1300,2009-08-14,324
1301,2009-08-17,211
1302,2009-08-18,728
1303,2009-08-19,181
1304,2009-08-20,127
1305,2009-08-21,169
1306,2009-08-24,73
1307,2009-08-25,123
1308,2009-08-26,224
1309,2009-08-27,353
1310,2009-08-28,536
1311,2009-09-01,246
1312,2009-09-02,267
1313,2009-09-03,259
1314,2009-09-04,187
1315,2009-09-07,68
1316,2009-09-08,432
1317,2009-09-09,134
1318,2009-09-10,186
1319,2009-09-11,107
1320,2009-09-14,197
1321,2009-09-15,148
1322,2009-09-16,10623
1323,2009-09-17,222
1324,2009-09-18,191
1325,2009-09-21,190
1326,2009-09-22,96
1327,2009-09-23,109
1328,2009-09-24,94
1329,2009-09-25,198
1330,2009-09-28,83
1331,2009-09-29,129
1332,2009-09-30,305
1333,2009-10-01,173
1334,2009-10-02,387
1335,2009-10-05,52
1336,2009-10-06,101
1337,2009-10-07,256
1338,2009-10-08,299
1339,2009-10-09,392
1340,2009-10-12,122
1341,2009-10-13,84
1342,2009-10-14,96
1343,2009-10-15,115
1344,2009-10-16,245
1345,2009-10-19,185
1346,2009-10-20,564
1347,2009-10-21,247
1348,2009-10-22,475
1349,2009-10-23,793
1350,2009-10-26,180
1351,2009-10-27,119
1352,2009-10-28,423
1353,2009-10-29,139
1354,2009-10-30,316
1355,2009-11-02,82
1356,2009-11-03,83
1357,2009-11-04,165
1358,2009-11-05,42
1359,2009-11-06,108
1360,2009-11-09,76
1361,2009-11-10,83
1362,2009-11-11,117
1363,2009-11-12,127
1364,2009-11-13,193
1365,2009-11-16,143
1366,2009-11-17,870
1367,2009-11-18,357
1368,2009-11-19,113
1369,2009-11-20,174
1370,2009-11-23,139
1371,2009-11-24,80
1372,2009-11-25,120
1373,2009-11-26,194
1374,2009-11-27,373
1375,2009-11-30,920
1376,2009-12-01,268
1377,2009-12-02,259
1378,2009-12-03,56
1379,2009-12-04,359
1380,2009-12-07,160
1381,2009-12-08,335
1382,2009-12-09,84
1383,2009-12-10,182
1384,2009-12-11,79
1385,2009-12-14,174
1386,2009-12-15,263
1387,2009-12-16,330
1388,2009-12-17,2027
1389,2009-12-18,370
1390,2009-12-21,111
1391,2009-12-22,244
1392,2009-12-23,123
1393,2009-12-24,121
1394,2009-12-29,280
1395,2009-12-30,208
1396,2009-12-31,484
1397,2010-01-04,189
1398,2010-01-05,270
1399,2010-01-06,379
1400,2010-01-07,156
1401,2010-01-08,181
1402,2010-01-11,309
1403,2010-01-12,666
1404,2010-01-13,169
1405,2010-01-14,412
1406,2010-01-15,223
1407,2010-01-18,154
1408,2010-01-19,390
1409,2010-01-20,261
1410,2010-01-21,1221
1411,2010-01-22,234
1412,2010-01-25,165
1413,2010-01-26,251
1414,2010-01-27,391
1415,2010-01-28,260
1416,2010-01-29,550
1417,2010-02-01,1160
1418,2010-02-02,241
1419,2010-02-03,351
1420,2010-02-04,626
1421,2010-02-05,647
1422,2010-02-08,397
1423,2010-02-09,284
1424,2010-02-10,528
1425,2010-02-11,134
1426,2010-02-12,101
1427,2010-02-15,79
1428,2010-02-16,415
1429,2010-02-17,421
1430,2010-02-18,123
1431,2010-02-19,1165
1432,2010-02-22,188
1433,2010-02-23,187
1434,2010-02-24,259
1435,2010-02-25,261
1436,2010-02-26,132
1437,2010-03-01,133
1438,2010-03-02,175
1439,2010-03-03,209
1440,2010-03-04,270
1441,2010-03-05,354
1442,2010-03-08,122
1443,2010-03-09,237
1444,2010-03-10,213
1445,2010-03-11,102
1446,2010-03-12,219
1447,2010-03-15,69
1448,2010-03-16,1325
1449,2010-03-17,159
1450,2010-03-18,165
1451,2010-03-19,207
1452,2010-03-22,64
1453,2010-03-23,141
1454,2010-03-24,204
1455,2010-03-25,146
1456,2010-03-26,236
1457,2010-03-29,307
1458,2010-03-30,164
1459,2010-03-31,488
1460,2010-04-01,277
1461,2010-04-06,126
1462,2010-04-07,201
1463,2010-04-08,176
1464,2010-04-09,129
1465,2010-04-12,216
1466,2010-04-13,171
1467,2010-04-14,113
1468,2010-04-15,172
1469,2010-04-16,329
1470,2010-04-19,183
1471,2010-04-20,90
1472,2010-04-21,1469
1473,2010-04-22,83
1474,2010-04-23,330
1475,2010-04-26,143
1476,2010-04-27,444
1477,2010-04-28,266
1478,2010-04-29,151
1479,2010-04-30,161
1480,2010-05-04,239
1481,2010-05-05,328
1482,2010-05-06,179
1483,2010-05-07,314
1484,2010-05-10,120
1485,2010-05-11,219
1486,2010-05-12,57
1487,2010-05-13,107
1488,2010-05-14,202
1489,2010-05-17,143
1490,2010-05-18,509
1491,2010-05-19,69
1492,2010-05-20,136
1493,2010-05-21,176
1494,2010-05-24,186
1495,2010-05-25,87
1496,2010-05-26,139
1497,2010-05-27,244
1498,2010-05-28,384
1499,2010-06-01,87
1500,2010-06-02,102
1501,2010-06-03,130
1502,2010-06-04,625
1503,2010-06-07,405
1504,2010-06-08,252
1505,2010-06-09,127
1506,2010-06-10,142
1507,2010-06-11,210
1508,2010-06-14,78
1509,2010-06-15,1720
1510,2010-06-16,138
1511,2010-06-17,237
1512,2010-06-18,305
1513,2010-06-21,367
1514,2010-06-22,172
1515,2010-06-23,94
1516,2010-06-24,136
1517,2010-06-25,233
1518,2010-06-28,80
1519,2010-06-29,159
1520,2010-06-30,170
1521,2010-07-01,121
1522,2010-07-02,260
1523,2010-07-05,114
1524,2010-07-06,84
1525,2010-07-07,101
1526,2010-07-08,83
1527,2010-07-09,116
1528,2010-07-12,91
1529,2010-07-13,307
1530,2010-07-14,162
1531,2010-07-15,252
1532,2010-07-16,217
1533,2010-07-19,175
1534,2010-07-20,822
1535,2010-07-21,215
1536,2010-07-22,252
1537,2010-07-23,560
1538,2010-07-26,285
1539,2010-07-27,207
1540,2010-07-28,158
1541,2010-07-29,143
1542,2010-07-30,345
1543,2010-08-02,276
1544,2010-08-03,121
1545,2010-08-04,145
1546,2010-08-05,122
1547,2010-08-06,168
1548,2010-08-09,74
1549,2010-08-10,244
1550,2010-08-11,115
1551,2010-08-12,233
1552,2010-08-13,231
1553,2010-08-16,114
1554,2010-08-17,710
1555,2010-08-18,99
1556,2010-08-19,108
1557,2010-08-20,275
1558,2010-08-23,113
1559,2010-08-24,157
1560,2010-08-25,367
1561,2010-08-26,465
1562,2010-08-27,586
1563,2010-08-31,189
1564,2010-09-01,238
1565,2010-09-02,112
1566,2010-09-03,107
1567,2010-09-06,256
1568,2010-09-07,173
1569,2010-09-08,249
1570,2010-09-09,209
1571,2010-09-10,289
1572,2010-09-13,551
1573,2010-09-14,174
1574,2010-09-15,1456
1575,2010-09-16,163
1576,2010-09-17,142
1577,2010-09-20,86
1578,2010-09-21,107
1579,2010-09-22,116
1580,2010-09-23,94
1581,2010-09-24,156
1582,2010-09-27,99
1583,2010-09-28,277
1584,2010-09-29,327
1585,2010-09-30,73
1586,2010-10-01,172
1587,2010-10-04,138
1588,2010-10-05,244
1589,2010-10-06,152
1590,2010-10-07,233
1591,2010-10-08,404
1592,2010-10-11,92
1593,2010-10-12,143
1594,2010-10-13,71
1595,2010-10-14,333
1596,2010-10-15,350
1597,2010-10-18,145
1598,2010-10-19,1061
1599,2010-10-20,243
1600,2010-10-21,164
1601,2010-10-22,225
1602,2010-10-25,170
1603,2010-10-26,147
1604,2010-10-27,239
1605,2010-10-28,179
1606,2010-10-29,353
1607,2010-11-01,195
1608,2010-11-02,151
1609,2010-11-03,170
1610,2010-11-04,280
1611,2010-11-05,309
1612,2010-11-08,99
1613,2010-11-09,236
1614,2010-11-10,133
1615,2010-11-11,144
1616,2010-11-12,256
1617,2010-11-15,287
1618,2010-11-16,1795
1619,2010-11-17,297
1620,2010-11-18,276
1621,2010-11-19,328
1622,2010-11-22,178
1623,2010-11-23,185
1624,2010-11-24,242
1625,2010-11-25,79
1626,2010-11-26,125
1627,2010-11-29,208
1628,2010-11-30,280
1629,2010-12-01,399
1630,2010-12-02,257
1631,2010-12-03,226
1632,2010-12-06,76
1633,2010-12-07,292
1634,2010-12-08,149
1635,2010-12-09,113
1636,2010-12-10,176
1637,2010-12-13,364
1638,2010-12-14,408
1639,2010-12-15,181
1640,2010-12-16,2396
1641,2010-12-17,96
1642,2010-12-20,77
1643,2010-12-21,321
1644,2010-12-22,181
1645,2010-12-23,156
1646,2010-12-24,59
1647,2010-12-29,157
1648,2010-12-30,131
1649,2010-12-31,216
1650,2011-01-04,312
1651,2011-01-05,288
1652,2011-01-06,162
1653,2011-01-07,118
1654,2011-01-10,80
1655,2011-01-11,212
1656,2011-01-12,344
1657,2011-01-13,203
1658,2011-01-14,114
1659,2011-01-17,188
1660,2011-01-18,342
1661,2011-01-19,137
1662,2011-01-20,733
1663,2011-01-21,345
1664,2011-01-24,227
1665,2011-01-25,374
1666,2011-01-26,529
1667,2011-01-27,419
1668,2011-01-28,275
1669,2011-01-31,436
1670,2011-02-01,192
1671,2011-02-02,312
1672,2011-02-03,448
1673,2011-02-04,148
1674,2011-02-07,226
1675,2011-02-08,265
1676,2011-02-09,304
1677,2011-02-10,180
1678,2011-02-11,173
1679,2011-02-14,329
1680,2011-02-15,196
1681,2011-02-16,211
1682,2011-02-17,252
1683,2011-02-18,1278
1684,2011-02-21,169
1685,2011-02-22,115
1686,2011-02-23,307
1687,2011-02-24,218
1688,2011-02-25,260
1689,2011-02-28,306
1690,2011-03-01,331
1691,2011-03-02,366
1692,2011-03-03,162
1693,2011-03-04,261
1694,2011-03-07,229
1695,2011-03-08,278
1696,2011-03-09,281
1697,2011-03-10,270
1698,2011-03-11,352
1699,2011-03-14,214
1700,2011-03-15,2113
1701,2011-03-16,225
1702,2011-03-17,254
1703,2011-03-18,383
1704,2011-03-21,120
1705,2011-03-22,134
1706,2011-03-23,253
1707,2011-03-24,150
1708,2011-03-25,179
1709,2011-03-28,135
1710,2011-03-29,119
1711,2011-03-30,200
1712,2011-03-31,299
1713,2011-04-01,143
1714,2011-04-04,119
1715,2011-04-05,149
1716,2011-04-06,294
1717,2011-04-07,295
1718,2011-04-08,303
1719,2011-04-11,168
1720,2011-04-12,124
1721,2011-04-13,144
1722,2011-04-14,327
1723,2011-04-15,157
1724,2011-04-18,143
1725,2011-04-19,183
1726,2011-04-20,2230
1727,2011-04-21,111
1728,2011-04-26,331
1729,2011-04-27,261
1730,2011-04-28,106
1731,2011-05-03,154
1732,2011-05-04,229
1733,2011-05-05,302
1734,2011-05-06,435
1735,2011-05-09,195
1736,2011-05-10,201
1737,2011-05-11,251
1738,2011-05-12,190
1739,2011-05-13,233
1740,2011-05-16,227
1741,2011-05-17,950
1742,2011-05-18,270
1743,2011-05-19,176
1744,2011-05-20,286
1745,2011-05-23,258
1746,2011-05-24,225
1747,2011-05-25,196
1748,2011-05-26,253
1749,2011-05-27,366
1750,2011-05-31,285
1751,2011-06-01,136
1752,2011-06-02,149
1753,2011-06-03,304
1754,2011-06-06,67
1755,2011-06-07,94
1756,2011-06-08,164
1757,2011-06-09,141
1758,2011-06-10,165
1759,2011-06-13,146
1760,2011-06-14,147
1761,2011-06-15,209
1762,2011-06-16,113
1763,2011-06-17,220
1764,2011-06-20,111
1765,2011-06-21,1893
1766,2011-06-22,151
1767,2011-06-23,135
1768,2011-06-24,242
1769,2011-06-27,89
1770,2011-06-28,154
1771,2011-06-29,276
1772,2011-06-30,188
1773,2011-07-01,297
1774,2011-07-04,106
1775,2011-07-05,340
1776,2011-07-06,227
1777,2011-07-07,332
1778,2011-07-08,450
1779,2011-07-11,131
1780,2011-07-12,169
1781,2011-07-13,169
1782,2011-07-14,144
1783,2011-07-15,237
1784,2011-07-18,67
1785,2011-07-19,829
1786,2011-07-20,259
1787,2011-07-21,166
1788,2011-07-22,252
1789,2011-07-25,127
1790,2011-07-26,216
1791,2011-07-27,217
1792,2011-07-28,109
1793,2011-07-29,334
1794,2011-08-01,149
1795,2011-08-02,365
1796,2011-08-03,230
1797,2011-08-04,243
1798,2011-08-05,529
1799,2011-08-08,333
1800,2011-08-09,469
1801,2011-08-10,358
1802,2011-08-11,142
1803,2011-08-12,329
1804,2011-08-15,153
1805,2011-08-16,1401
1806,2011-08-17,191
1807,2011-08-18,228
1808,2011-08-19,376
1809,2011-08-22,156
1810,2011-08-23,152
1811,2011-08-24,158
1812,2011-08-25,224
1813,2011-08-26,258
1814,2011-08-30,208
1815,2011-08-31,249
1816,2011-09-01,126
1817,2011-09-02,116
1818,2011-09-05,122
1819,2011-09-06,157
1820,2011-09-07,212
1821,2011-09-08,119
1822,2011-09-09,140
1823,2011-09-12,246
1824,2011-09-13,154
1825,2011-09-14,169
1826,2011-09-15,123
1827,2011-09-16,104
1828,2011-09-19,225
1829,2011-09-20,118
1830,2011-09-21,2510
1831,2011-09-22,557
1832,2011-09-23,249
1833,2011-09-26,388
1834,2011-09-27,497
1835,2011-09-28,472
1836,2011-09-29,197
1837,2011-09-30,120
1838,2011-10-03,118
1839,2011-10-04,78
1840,2011-10-05,78
1841,2011-10-06,227
1842,2011-10-07,313
1843,2011-10-10,119
1844,2011-10-11,159
1845,2011-10-12,94
1846,2011-10-13,138
1847,2011-10-14,252
1848,2011-10-17,141
1849,2011-10-18,776
1850,2011-10-19,82
1851,2011-10-20,80
1852,2011-10-21,147
1853,2011-10-24,113
1854,2011-10-25,117
1855,2011-10-26,58
1856,2011-10-27,144
1857,2011-10-28,207
1858,2011-10-31,133
1859,2011-11-01,155
1860,2011-11-02,102
1861,2011-11-03,85
1862,2011-11-04,144
1863,2011-11-07,42
1864,2011-11-08,271
1865,2011-11-09,93
1866,2011-11-10,253
1867,2011-11-11,424
1868,2011-11-14,155
1869,2011-11-15,829
1870,2011-11-16,76
1871,2011-11-17,148
1872,2011-11-18,240
1873,2011-11-21,297
1874,2011-11-22,146
1875,2011-11-23,258
1876,2011-11-24,107
1877,2011-11-25,252
1878,2011-11-28,161
1879,2011-11-29,150
1880,2011-11-30,330
1881,2011-12-01,209
1882,2011-12-02,148
1883,2011-12-05,358
1884,2011-12-06,293
1885,2011-12-07,174
1886,2011-12-08,121
1887,2011-12-09,82
1888,2011-12-12,161
1889,2011-12-13,121
1890,2011-12-14,254
1891,2011-12-15,146
1892,2011-12-16,93
1893,2011-12-19,123
1894,2011-12-20,121
1895,2011-12-21,2000
1896,2011-12-22,127
1897,2011-12-23,137
1898,2011-12-28,401
1899,2011-12-29,138
1900,2011-12-30,171
1901,2012-01-03,231
1902,2012-01-04,182
1903,2012-01-05,218
1904,2012-01-06,308
1905,2012-01-09,197
1906,2012-01-10,278
1907,2012-01-11,202
1908,2012-01-12,220
1909,2012-01-13,201
1910,2012-01-16,103
1911,2012-01-17,309
1912,2012-01-18,1006
1913,2012-01-19,144
1914,2012-01-20,182
1915,2012-01-23,151
1916,2012-01-24,83
1917,2012-01-25,137
1918,2012-01-26,456
1919,2012-01-27,293
1920,2012-01-30,273
1921,2012-01-31,565
1922,2012-02-01,245
1923,2012-02-02,165
1924,2012-02-03,229
1925,2012-02-06,265
1926,2012-02-07,476
1927,2012-02-08,718
1928,2012-02-09,214
1929,2012-02-10,306
1930,2012-02-13,118
1931,2012-02-14,238
1932,2012-02-15,157
1933,2012-02-16,1297
1934,2012-02-17,314
1935,2012-02-20,171
1936,2012-02-21,307
1937,2012-02-22,124
1938,2012-02-23,88
1939,2012-02-24,241
1940,2012-02-27,211
1941,2012-02-28,331
1942,2012-02-29,489
1943,2012-03-01,121
1944,2012-03-02,229
1945,2012-03-05,414
1946,2012-03-06,680
1947,2012-03-07,180
1948,2012-03-08,420
1949,2012-03-09,491
1950,2012-03-12,81
1951,2012-03-13,332
1952,2012-03-14,125
1953,2012-03-15,214
1954,2012-03-16,283
1955,2012-03-19,362
1956,2012-03-20,1334
1957,2012-03-21,155
1958,2012-03-22,182
1959,2012-03-23,275
1960,2012-03-26,158
1961,2012-03-27,74
1962,2012-03-28,198
1963,2012-03-29,134
1964,2012-03-30,212
1965,2012-04-02,186
1966,2012-04-03,359
1967,2012-04-04,124
1968,2012-04-05,223
1969,2012-04-10,193
1970,2012-04-11,151
1971,2012-04-12,251
1972,2012-04-13,132
1973,2012-04-16,319
1974,2012-04-17,271
1975,2012-04-18,1618
1976,2012-04-19,183
1977,2012-04-20,159
1978,2012-04-23,108
1979,2012-04-24,193
1980,2012-04-25,327
1981,2012-04-26,336
1982,2012-04-27,160
1983,2012-04-30,328
1984,2012-05-01,96
1985,2012-05-02,144
1986,2012-05-03,195
1987,2012-05-04,321
1988,2012-05-08,399
1989,2012-05-09,217
1990,2012-05-10,257
1991,2012-05-11,326
1992,2012-05-14,620
1993,2012-05-15,1164
1994,2012-05-16,498
1995,2012-05-17,323
1996,2012-05-18,395
1997,2012-05-21,252
1998,2012-05-22,390
1999,2012-05-23,225
2000,2012-05-24,352
2001,2012-05-25,394
2002,2012-05-28,123
2003,2012-05-29,217
2004,2012-05-30,118
2005,2012-05-31,244
2006,2012-06-01,270
2007,2012-06-06,126
2008,2012-06-07,161
2009,2012-06-08,255
2010,2012-06-11,116
2011,2012-06-12,250
2012,2012-06-13,97
2013,2012-06-14,111
2014,2012-06-15,257
2015,2012-06-18,89
2016,2012-06-19,1459
2017,2012-06-20,169
2018,2012-06-21,255
2019,2012-06-22,422
2020,2012-06-25,130
2021,2012-06-26,152
2022,2012-06-27,155
2023,2012-06-28,180
2024,2012-06-29,408
2025,2012-07-02,309
2026,2012-07-03,511
2027,2012-07-04,94
2028,2012-07-05,348
2029,2012-07-06,415
2030,2012-07-09,117
2031,2012-07-10,181
2032,2012-07-11,115
2033,2012-07-12,189
2034,2012-07-13,312
2035,2012-07-16,143
2036,2012-07-17,1370
2037,2012-07-18,169
2038,2012-07-19,170
2039,2012-07-20,219
2040,2012-07-23,340
2041,2012-07-24,390
2042,2012-07-25,375
2043,2012-07-26,265
2044,2012-07-27,317
2045,2012-07-30,108
2046,2012-07-31,120
2047,2012-08-01,91
2048,2012-08-02,255
2049,2012-08-03,316
2050,2012-08-06,110
2051,2012-08-07,236
2052,2012-08-08,248
2053,2012-08-09,123
2054,2012-08-10,192
2055,2012-08-13,111
2056,2012-08-14,688
2057,2012-08-15,293
2058,2012-08-16,127
2059,2012-08-17,298
2060,2012-08-20,209
2061,2012-08-21,1408
2062,2012-08-22,508
2063,2012-08-23,764
2064,2012-08-24,1101
2065,2012-08-28,272
2066,2012-08-29,525
2067,2012-08-30,182
2068,2012-08-31,251
2069,2012-09-03,199
2070,2012-09-04,128
2071,2012-09-05,121
2072,2012-09-06,89
2073,2012-09-07,230
2074,2012-09-10,423
2075,2012-09-11,217
2076,2012-09-12,323
2077,2012-09-13,252
2078,2012-09-14,366
2079,2012-09-17,238
2080,2012-09-18,281
2081,2012-09-19,1667
2082,2012-09-20,499
2083,2012-09-21,352
2084,2012-09-24,208
2085,2012-09-25,265
2086,2012-09-26,230
2087,2012-09-27,471
2088,2012-09-28,406
2089,2012-10-01,303
2090,2012-10-02,654
2091,2012-10-03,193
2092,2012-10-04,632
2093,2012-10-05,714
2094,2012-10-08,164
2095,2012-10-09,160
2096,2012-10-10,214
2097,2012-10-11,190
2098,2012-10-12,352
2099,2012-10-15,263
2100,2012-10-16,1824
2101,2012-10-17,175
2102,2012-10-18,303
2103,2012-10-19,349
2104,2012-10-22,303
2105,2012-10-23,216
2106,2012-10-24,194
2107,2012-10-25,135
2108,2012-10-26,324
2109,2012-10-29,202
2110,2012-10-30,181
2111,2012-10-31,220
2112,2012-11-01,163
2113,2012-11-02,163
2114,2012-11-05,172
2115,2012-11-06,204
2116,2012-11-07,154
2117,2012-11-08,115
2118,2012-11-09,256
2119,2012-11-12,82
2120,2012-11-13,85
2121,2012-11-14,109
2122,2012-11-15,114
2123,2012-11-16,168
2124,2012-11-19,192
2125,2012-11-20,1124
2126,2012-11-21,120
2127,2012-11-22,51
2128,2012-11-23,181
2129,2012-11-26,196
2130,2012-11-27,406
2131,2012-11-28,344
2132,2012-11-29,516
2133,2012-11-30,749
2134,2012-12-03,189
2135,2012-12-04,298
2136,2012-12-05,310
2137,2012-12-06,308
2138,2012-12-07,197
2139,2012-12-10,871
2140,2012-12-11,872
2141,2012-12-12,287
2142,2012-12-13,168
2143,2012-12-14,174
2144,2012-12-17,277
2145,2012-12-18,396
2146,2012-12-19,327
2147,2012-12-20,3787
2148,2012-12-21,237
2149,2012-12-24,92
2150,2012-12-27,284
2151,2012-12-28,182
2152,2012-12-31,243
2153,2013-01-02,357
2154,2013-01-03,178
2155,2013-01-04,155
2156,2013-01-07,239
2157,2013-01-08,272
2158,2013-01-09,250
2159,2013-01-10,235
2160,2013-01-11,253
2161,2013-01-14,185
2162,2013-01-15,291
2163,2013-01-16,205
2164,2013-01-17,878
2165,2013-01-18,122
2166,2013-01-21,49
2167,2013-01-22,231
2168,2013-01-23,284
2169,2013-01-24,234
2170,2013-01-25,178
2171,2013-01-28,171
2172,2013-01-29,197
2173,2013-01-30,242
2174,2013-01-31,450
2175,2013-02-01,151
2176,2013-02-04,86
2177,2013-02-05,222
2178,2013-02-06,260
2179,2013-02-07,330
2180,2013-02-08,146
2181,2013-02-11,34
2182,2013-02-12,72
2183,2013-02-13,169
2184,2013-02-14,64
2185,2013-02-15,1603
2186,2013-02-18,234
2187,2013-02-19,302
2188,2013-02-20,364
2189,2013-02-21,414
2190,2013-02-22,279
2191,2013-02-25,320
2192,2013-02-26,324
2193,2013-02-27,394
2194,2013-02-28,403
2195,2013-03-01,217
2196,2013-03-04,187
2197,2013-03-05,155
2198,2013-03-06,228
2199,2013-03-07,159
2200,2013-03-08,247
2201,2013-03-11,66
2202,2013-03-12,98
2203,2013-03-13,220
2204,2013-03-14,98
2205,2013-03-15,223
2206,2013-03-18,256
2207,2013-03-19,3466
2208,2013-03-20,248
2209,2013-03-21,222
2210,2013-03-22,316
2211,2013-03-25,222
2212,2013-03-26,246
2213,2013-03-27,228
2214,2013-03-28,203
2215,2013-04-02,137
2216,2013-04-03,337
2217,2013-04-04,129
2218,2013-04-05,267
2219,2013-04-08,117
2220,2013-04-09,193
2221,2013-04-10,88
2222,2013-04-11,99
2223,2013-04-12,372
2224,2013-04-15,366
2225,2013-04-16,288
2226,2013-04-17,1400
2227,2013-04-18,330
2228,2013-04-19,234
2229,2013-04-22,59
2230,2013-04-23,117
2231,2013-04-24,342
2232,2013-04-25,469
2233,2013-04-26,170
2234,2013-04-29,135
2235,2013-04-30,286
2236,2013-05-01,383
2237,2013-05-02,261
2238,2013-05-03,413
2239,2013-05-07,215
2240,2013-05-08,173
2241,2013-05-09,110
2242,2013-05-10,246
2243,2013-05-13,198
2244,2013-05-14,183
2245,2013-05-15,255
2246,2013-05-16,171
2247,2013-05-17,247
2248,2013-05-20,112
2249,2013-05-21,1077
2250,2013-05-22,196
2251,2013-05-23,162
2252,2013-05-24,255
2253,2013-05-28,69
2254,2013-05-29,156
2255,2013-05-30,103
2256,2013-05-31,249
2257,2013-06-03,141
2258,2013-06-04,84
2259,2013-06-05,181
2260,2013-06-06,111
2261,2013-06-07,160
2262,2013-06-10,126
2263,2013-06-11,143
2264,2013-06-12,633
2265,2013-06-13,242
2266,2013-06-14,305
2267,2013-06-17,125
2268,2013-06-18,2842
2269,2013-06-19,149
2270,2013-06-20,409
2271,2013-06-21,450
2272,2013-06-24,231
2273,2013-06-25,224
2274,2013-06-26,190
2275,2013-06-27,227
2276,2013-06-28,358
2277,2013-07-01,109
2278,2013-07-02,225
2279,2013-07-03,63
2280,2013-07-04,46
2281,2013-07-05,568
2282,2013-07-08,327
2283,2013-07-09,194
2284,2013-07-10,184
2285,2013-07-11,137
2286,2013-07-12,188
2287,2013-07-15,72
2288,2013-07-16,1753
2289,2013-07-17,44
2290,2013-07-18,61
2291,2013-07-19,118
2292,2013-07-22,159
2293,2013-07-23,130
2294,2013-07-24,196
2295,2013-07-25,142
2296,2013-07-26,268
2297,2013-07-29,262
2298,2013-07-30,239
2299,2013-07-31,527
2300,2013-08-01,603
2301,2013-08-02,726
2302,2013-08-05,204
2303,2013-08-06,241
2304,2013-08-07,290
2305,2013-08-08,255
2306,2013-08-09,432
2307,2013-08-12,175
2308,2013-08-13,227
2309,2013-08-14,217
2310,2013-08-15,221
2311,2013-08-16,417
2312,2013-08-19,88
2313,2013-08-20,1466
2314,2013-08-21,220
2315,2013-08-22,156
2316,2013-08-23,196
2317,2013-08-27,196
2318,2013-08-28,91
2319,2013-08-29,232
2320,2013-08-30,318
2321,2013-09-02,86
2322,2013-09-03,189
2323,2013-09-04,142
2324,2013-09-05,181
2325,2013-09-06,296
2326,2013-09-09,152
2327,2013-09-10,144
2328,2013-09-11,97
2329,2013-09-12,258
2330,2013-09-13,140
2331,2013-09-16,147
2332,2013-09-17,126
2333,2013-09-18,2929
2334,2013-09-19,292
2335,2013-09-20,75
2336,2013-09-23,125
2337,2013-09-24,159
2338,2013-09-25,208
2339,2013-09-26,169
2340,2013-09-27,240
2341,2013-09-30,157
2342,2013-10-01,201
2343,2013-10-02,268
2344,2013-10-03,129
2345,2013-10-04,606
2346,2013-10-07,230
2347,2013-10-08,394
2348,2013-10-09,102
2349,2013-10-10,61
2350,2013-10-11,129
2351,2013-10-14,145
2352,2013-10-15,2061
2353,2013-10-16,175
2354,2013-10-17,201
2355,2013-10-18,403
2356,2013-10-21,70
2357,2013-10-22,249
2358,2013-10-23,141
2359,2013-10-24,113
2360,2013-10-25,127
2361,2013-10-28,168
2362,2013-10-29,193
2363,2013-10-30,92
2364,2013-10-31,206
2365,2013-11-01,221
2366,2013-11-04,246
2367,2013-11-05,321
2368,2013-11-06,136
2369,2013-11-07,153
2370,2013-11-08,226
2371,2013-11-11,64
2372,2013-11-12,208
2373,2013-11-13,97
2374,2013-11-14,121
2375,2013-11-15,330
2376,2013-11-18,130
2377,2013-11-19,1328
2378,2013-11-20,88
2379,2013-11-21,149
2380,2013-11-22,224
2381,2013-11-25,152
2382,2013-11-26,160
2383,2013-11-27,195
2384,2013-11-28,209
2385,2013-11-29,264
2386,2013-12-02,195
2387,2013-12-03,422
2388,2013-12-04,216
2389,2013-12-05,352
2390,2013-12-06,265
2391,2013-12-09,183
2392,2013-12-10,808
2393,2013-12-11,330
2394,2013-12-12,279
2395,2013-12-13,135
2396,2013-12-16,133
2397,2013-12-17,189
2398,2013-12-18,156
2399,2013-12-19,3613
2400,2013-12-20,162
2401,2013-12-23,77
2402,2013-12-24,151
2403,2013-12-27,229
2404,2013-12-30,229
2405,2013-12-31,588
2406,2014-01-02,321
