,Index,LMPBDS03
1221,2009-04-22,586
1222,2009-04-23,333
1223,2009-04-24,837
1224,2009-04-27,822
1225,2009-04-28,1127
1226,2009-04-29,1132
1227,2009-04-30,914
1228,2009-05-01,922
1229,2009-05-05,708
1230,2009-05-06,673
1231,2009-05-07,573
1232,2009-05-08,967
1233,2009-05-11,678
1234,2009-05-12,1315
1235,2009-05-13,991
1236,2009-05-14,541
1237,2009-05-15,964
1238,2009-05-18,313
1239,2009-05-19,4662
1240,2009-05-20,589
1241,2009-05-21,857
1242,2009-05-22,795
1243,2009-05-26,1020
1244,2009-05-27,417
1245,2009-05-28,809
1246,2009-05-29,1786
1247,2009-06-01,1311
1248,2009-06-02,871
1249,2009-06-03,1120
1250,2009-06-04,853
1251,2009-06-05,1418
1252,2009-06-08,937
1253,2009-06-09,1070
1254,2009-06-10,1077
1255,2009-06-11,850
1256,2009-06-12,1225
1257,2009-06-15,1992
1258,2009-06-16,5632
1259,2009-06-17,583
1260,2009-06-18,213
1261,2009-06-19,513
1262,2009-06-22,662
1263,2009-06-23,774
1264,2009-06-24,829
1265,2009-06-25,437
1266,2009-06-26,620
1267,2009-06-29,404
1268,2009-06-30,684
1269,2009-07-01,974
1270,2009-07-02,492
1271,2009-07-03,641
1272,2009-07-06,505
1273,2009-07-07,680
1274,2009-07-08,1321
1275,2009-07-09,944
1276,2009-07-10,878
1277,2009-07-13,843
1278,2009-07-14,1278
1279,2009-07-15,1195
1280,2009-07-16,981
1281,2009-07-17,1116
1282,2009-07-20,638
1283,2009-07-21,3386
1284,2009-07-22,695
1285,2009-07-23,773
1286,2009-07-24,1596
1287,2009-07-27,422
1288,2009-07-28,1116
1289,2009-07-29,818
1290,2009-07-30,1619
1291,2009-07-31,1752
1292,2009-08-03,746
1293,2009-08-04,1043
1294,2009-08-05,547
1295,2009-08-06,637
1296,2009-08-07,867
1297,2009-08-10,275
1298,2009-08-11,570
1299,2009-08-12,920
1300,2009-08-13,837
1301,2009-08-14,1045
1302,2009-08-17,567
1303,2009-08-18,4227
1304,2009-08-19,583
1305,2009-08-20,415
1306,2009-08-21,565
1307,2009-08-24,1472
1308,2009-08-25,1561
1309,2009-08-26,1431
1310,2009-08-27,1772
1311,2009-08-28,2063
1312,2009-09-01,777
1313,2009-09-02,586
1314,2009-09-03,1589
1315,2009-09-04,1139
1316,2009-09-07,681
1317,2009-09-08,1310
1318,2009-09-09,691
1319,2009-09-10,2546
1320,2009-09-11,1028
1321,2009-09-14,631
1322,2009-09-15,476
1323,2009-09-16,8813
1324,2009-09-17,675
1325,2009-09-18,873
1326,2009-09-21,464
1327,2009-09-22,609
1328,2009-09-23,481
1329,2009-09-24,539
1330,2009-09-25,859
1331,2009-09-28,492
1332,2009-09-29,872
1333,2009-09-30,864
1334,2009-10-01,439
1335,2009-10-02,1037
1336,2009-10-05,784
1337,2009-10-06,825
1338,2009-10-07,520
1339,2009-10-08,867
1340,2009-10-09,986
1341,2009-10-12,569
1342,2009-10-13,722
1343,2009-10-14,472
1344,2009-10-15,510
1345,2009-10-16,650
1346,2009-10-19,645
1347,2009-10-20,4210
1348,2009-10-21,1482
1349,2009-10-22,654
1350,2009-10-23,871
1351,2009-10-26,662
1352,2009-10-27,562
1353,2009-10-28,876
1354,2009-10-29,992
1355,2009-10-30,1075
1356,2009-11-02,480
1357,2009-11-03,651
1358,2009-11-04,708
1359,2009-11-05,381
1360,2009-11-06,793
1361,2009-11-09,289
1362,2009-11-10,518
1363,2009-11-11,492
1364,2009-11-12,497
1365,2009-11-13,647
1366,2009-11-16,1078
1367,2009-11-17,4232
1368,2009-11-18,843
1369,2009-11-19,651
1370,2009-11-20,973
1371,2009-11-23,581
1372,2009-11-24,516
1373,2009-11-25,451
1374,2009-11-26,488
1375,2009-11-27,738
1376,2009-11-30,1074
1377,2009-12-01,1237
1378,2009-12-02,870
1379,2009-12-03,957
1380,2009-12-04,718
1381,2009-12-07,1046
1382,2009-12-08,1626
1383,2009-12-09,801
1384,2009-12-10,392
1385,2009-12-11,675
1386,2009-12-14,603
1387,2009-12-15,1348
1388,2009-12-16,849
1389,2009-12-17,5496
1390,2009-12-18,490
1391,2009-12-21,481
1392,2009-12-22,581
1393,2009-12-23,461
1394,2009-12-24,421
1395,2009-12-29,925
1396,2009-12-30,739
1397,2009-12-31,454
1398,2010-01-04,1293
1399,2010-01-05,2672
1400,2010-01-06,2919
1401,2010-01-07,1304
1402,2010-01-08,941
1403,2010-01-11,648
1404,2010-01-12,1724
1405,2010-01-13,1417
1406,2010-01-14,1036
1407,2010-01-15,804
1408,2010-01-18,758
1409,2010-01-19,897
1410,2010-01-20,1350
1411,2010-01-21,4798
1412,2010-01-22,835
1413,2010-01-25,622
1414,2010-01-26,1140
1415,2010-01-27,1342
1416,2010-01-28,1288
1417,2010-01-29,1217
1418,2010-02-01,1147
1419,2010-02-02,1199
1420,2010-02-03,1921
1421,2010-02-04,2304
1422,2010-02-05,789
1423,2010-02-08,770
1424,2010-02-09,954
1425,2010-02-10,1651
1426,2010-02-11,755
1427,2010-02-12,966
1428,2010-02-15,616
1429,2010-02-16,1041
1430,2010-02-17,1363
1431,2010-02-18,541
1432,2010-02-19,4243
1433,2010-02-22,429
1434,2010-02-23,1077
1435,2010-02-24,1471
1436,2010-02-25,947
1437,2010-02-26,665
1438,2010-03-01,813
1439,2010-03-02,947
1440,2010-03-03,651
1441,2010-03-04,507
1442,2010-03-05,1414
1443,2010-03-08,1143
1444,2010-03-09,626
1445,2010-03-10,1310
1446,2010-03-11,796
1447,2010-03-12,1155
1448,2010-03-15,984
1449,2010-03-16,6437
1450,2010-03-17,504
1451,2010-03-18,722
1452,2010-03-19,1234
1453,2010-03-22,962
1454,2010-03-23,1454
1455,2010-03-24,1192
1456,2010-03-25,933
1457,2010-03-26,1306
1458,2010-03-29,908
1459,2010-03-30,783
1460,2010-03-31,1432
1461,2010-04-01,822
1462,2010-04-06,1290
1463,2010-04-07,1013
1464,2010-04-08,651
1465,2010-04-09,962
1466,2010-04-12,999
1467,2010-04-13,1119
1468,2010-04-14,939
1469,2010-04-15,828
1470,2010-04-16,1098
1471,2010-04-19,722
1472,2010-04-20,1102
1473,2010-04-21,5088
1474,2010-04-22,1282
1475,2010-04-23,871
1476,2010-04-26,879
1477,2010-04-27,1419
1478,2010-04-28,723
1479,2010-04-29,735
1480,2010-04-30,875
1481,2010-05-04,1421
1482,2010-05-05,2039
1483,2010-05-06,1299
1484,2010-05-07,1916
1485,2010-05-10,1524
1486,2010-05-11,888
1487,2010-05-12,828
1488,2010-05-13,755
1489,2010-05-14,1576
1490,2010-05-17,2025
1491,2010-05-18,4118
1492,2010-05-19,1267
1493,2010-05-20,834
1494,2010-05-21,1597
1495,2010-05-24,635
1496,2010-05-25,885
1497,2010-05-26,644
1498,2010-05-27,958
1499,2010-05-28,1250
1500,2010-06-01,964
1501,2010-06-02,1355
1502,2010-06-03,1159
1503,2010-06-04,2069
1504,2010-06-07,891
1505,2010-06-08,601
1506,2010-06-09,644
1507,2010-06-10,1011
1508,2010-06-11,1194
1509,2010-06-14,639
1510,2010-06-15,6358
1511,2010-06-16,607
1512,2010-06-17,911
1513,2010-06-18,1359
1514,2010-06-21,855
1515,2010-06-22,807
1516,2010-06-23,570
1517,2010-06-24,750
1518,2010-06-25,1148
1519,2010-06-28,1010
1520,2010-06-29,1561
1521,2010-06-30,1419
1522,2010-07-01,925
1523,2010-07-02,1110
1524,2010-07-05,335
1525,2010-07-06,812
1526,2010-07-07,612
1527,2010-07-08,876
1528,2010-07-09,683
1529,2010-07-12,693
1530,2010-07-13,832
1531,2010-07-14,725
1532,2010-07-15,512
1533,2010-07-16,1290
1534,2010-07-19,1242
1535,2010-07-20,6084
1536,2010-07-21,1264
1537,2010-07-22,1301
1538,2010-07-23,2581
1539,2010-07-26,1102
1540,2010-07-27,975
1541,2010-07-28,865
1542,2010-07-29,795
1543,2010-07-30,1407
1544,2010-08-02,1905
1545,2010-08-03,1379
1546,2010-08-04,879
1547,2010-08-05,1310
1548,2010-08-06,1561
1549,2010-08-09,716
1550,2010-08-10,937
1551,2010-08-11,792
1552,2010-08-12,1150
1553,2010-08-13,1451
1554,2010-08-16,793
1555,2010-08-17,4769
1556,2010-08-18,759
1557,2010-08-19,455
1558,2010-08-20,711
1559,2010-08-23,556
1560,2010-08-24,1125
1561,2010-08-25,1130
1562,2010-08-26,1310
1563,2010-08-27,1430
1564,2010-08-31,847
1565,2010-09-01,832
1566,2010-09-02,984
1567,2010-09-03,845
1568,2010-09-06,349
1569,2010-09-07,818
1570,2010-09-08,1198
1571,2010-09-09,775
1572,2010-09-10,527
1573,2010-09-13,1063
1574,2010-09-14,694
1575,2010-09-15,11732
1576,2010-09-16,915
1577,2010-09-17,848
1578,2010-09-20,796
1579,2010-09-21,1221
1580,2010-09-22,946
1581,2010-09-23,1013
1582,2010-09-24,808
1583,2010-09-27,913
1584,2010-09-28,1029
1585,2010-09-29,1231
1586,2010-09-30,1148
1587,2010-10-01,558
1588,2010-10-04,839
1589,2010-10-05,814
1590,2010-10-06,990
1591,2010-10-07,1810
1592,2010-10-08,2020
1593,2010-10-11,1240
1594,2010-10-12,1840
1595,2010-10-13,1267
1596,2010-10-14,1498
1597,2010-10-15,1546
1598,2010-10-18,742
1599,2010-10-19,7559
1600,2010-10-20,769
1601,2010-10-21,965
1602,2010-10-22,1226
1603,2010-10-25,782
1604,2010-10-26,1026
1605,2010-10-27,1028
1606,2010-10-28,964
1607,2010-10-29,1607
1608,2010-11-01,776
1609,2010-11-02,485
1610,2010-11-03,832
1611,2010-11-04,879
1612,2010-11-05,1333
1613,2010-11-08,1207
1614,2010-11-09,1362
1615,2010-11-10,990
1616,2010-11-11,1015
1617,2010-11-12,1561
1618,2010-11-15,539
1619,2010-11-16,4941
1620,2010-11-17,1435
1621,2010-11-18,875
1622,2010-11-19,1624
1623,2010-11-22,1189
1624,2010-11-23,1136
1625,2010-11-24,1012
1626,2010-11-25,1158
1627,2010-11-26,1362
1628,2010-11-29,1293
1629,2010-11-30,1574
1630,2010-12-01,1185
1631,2010-12-02,1125
1632,2010-12-03,746
1633,2010-12-06,518
1634,2010-12-07,1726
1635,2010-12-08,862
1636,2010-12-09,613
1637,2010-12-10,1051
1638,2010-12-13,801
1639,2010-12-14,1266
1640,2010-12-15,548
1641,2010-12-16,13704
1642,2010-12-17,738
1643,2010-12-20,492
1644,2010-12-21,1240
1645,2010-12-22,619
1646,2010-12-23,317
1647,2010-12-24,272
1648,2010-12-29,1052
1649,2010-12-30,894
1650,2010-12-31,1138
1651,2011-01-04,1731
1652,2011-01-05,1940
1653,2011-01-06,1472
1654,2011-01-07,1171
1655,2011-01-10,845
1656,2011-01-11,1501
1657,2011-01-12,1018
1658,2011-01-13,806
1659,2011-01-14,922
1660,2011-01-17,942
1661,2011-01-18,1561
1662,2011-01-19,1384
1663,2011-01-20,7031
1664,2011-01-21,1299
1665,2011-01-24,1267
1666,2011-01-25,2928
1667,2011-01-26,2929
1668,2011-01-27,1123
1669,2011-01-28,1032
1670,2011-01-31,1866
1671,2011-02-01,1167
1672,2011-02-02,1736
1673,2011-02-03,2218
1674,2011-02-04,761
1675,2011-02-07,577
1676,2011-02-08,884
1677,2011-02-09,1607
1678,2011-02-10,691
1679,2011-02-11,916
1680,2011-02-14,1107
1681,2011-02-15,1177
1682,2011-02-16,1941
1683,2011-02-17,1148
1684,2011-02-18,7137
1685,2011-02-21,601
1686,2011-02-22,2548
1687,2011-02-23,2896
1688,2011-02-24,2108
1689,2011-02-25,1183
1690,2011-02-28,890
1691,2011-03-01,1308
1692,2011-03-02,1072
1693,2011-03-03,1079
1694,2011-03-04,1808
1695,2011-03-07,820
1696,2011-03-08,633
1697,2011-03-09,1839
1698,2011-03-10,1731
1699,2011-03-11,2286
1700,2011-03-14,1309
1701,2011-03-15,10205
1702,2011-03-16,1655
1703,2011-03-17,1950
1704,2011-03-18,2664
1705,2011-03-21,1228
1706,2011-03-22,937
1707,2011-03-23,1473
1708,2011-03-24,999
1709,2011-03-25,936
1710,2011-03-28,844
1711,2011-03-29,1362
1712,2011-03-30,998
1713,2011-03-31,841
1714,2011-04-01,1125
1715,2011-04-04,662
1716,2011-04-05,1365
1717,2011-04-06,1623
1718,2011-04-07,943
1719,2011-04-08,910
1720,2011-04-11,1055
1721,2011-04-12,819
1722,2011-04-13,2198
1723,2011-04-14,1832
1724,2011-04-15,972
1725,2011-04-18,1989
1726,2011-04-19,1110
1727,2011-04-20,6328
1728,2011-04-21,748
1729,2011-04-26,1024
1730,2011-04-27,1007
1731,2011-04-28,1244
1732,2011-05-03,1091
1733,2011-05-04,829
1734,2011-05-05,2685
1735,2011-05-06,4007
1736,2011-05-09,1556
1737,2011-05-10,1102
1738,2011-05-11,1346
1739,2011-05-12,1105
1740,2011-05-13,1979
1741,2011-05-16,992
1742,2011-05-17,5836
1743,2011-05-18,1434
1744,2011-05-19,1478
1745,2011-05-20,1582
1746,2011-05-23,1218
1747,2011-05-24,771
1748,2011-05-25,829
1749,2011-05-26,841
1750,2011-05-27,1149
1751,2011-05-31,1219
1752,2011-06-01,862
1753,2011-06-02,1218
1754,2011-06-03,2169
1755,2011-06-06,765
1756,2011-06-07,1147
1757,2011-06-08,1118
1758,2011-06-09,981
1759,2011-06-10,1339
1760,2011-06-13,843
1761,2011-06-14,871
1762,2011-06-15,637
1763,2011-06-16,1198
1764,2011-06-17,1999
1765,2011-06-20,1254
1766,2011-06-21,7491
1767,2011-06-22,1212
1768,2011-06-23,1685
1769,2011-06-24,2195
1770,2011-06-27,996
1771,2011-06-28,795
1772,2011-06-29,1635
1773,2011-06-30,1796
1774,2011-07-01,2138
1775,2011-07-04,731
1776,2011-07-05,1026
1777,2011-07-06,851
1778,2011-07-07,717
1779,2011-07-08,1782
1780,2011-07-11,919
1781,2011-07-12,2432
1782,2011-07-13,1425
1783,2011-07-14,943
1784,2011-07-15,1292
1785,2011-07-18,681
1786,2011-07-19,6172
1787,2011-07-20,1421
1788,2011-07-21,1324
1789,2011-07-22,1850
1790,2011-07-25,464
1791,2011-07-26,801
1792,2011-07-27,666
1793,2011-07-28,1259
1794,2011-07-29,2384
1795,2011-08-01,1208
1796,2011-08-02,1898
1797,2011-08-03,1229
1798,2011-08-04,1765
1799,2011-08-05,3425
1800,2011-08-08,2501
1801,2011-08-09,2388
1802,2011-08-10,2389
1803,2011-08-11,887
1804,2011-08-12,1352
1805,2011-08-15,768
1806,2011-08-16,5484
1807,2011-08-17,1321
1808,2011-08-18,1218
1809,2011-08-19,1812
1810,2011-08-22,1047
1811,2011-08-23,963
1812,2011-08-24,1059
1813,2011-08-25,1837
1814,2011-08-26,2989
1815,2011-08-30,1903
1816,2011-08-31,2664
1817,2011-09-01,1607
1818,2011-09-02,1303
1819,2011-09-05,822
1820,2011-09-06,1531
1821,2011-09-07,1212
1822,2011-09-08,1032
1823,2011-09-09,1295
1824,2011-09-12,637
1825,2011-09-13,568
1826,2011-09-14,1515
1827,2011-09-15,844
1828,2011-09-16,654
1829,2011-09-19,1075
1830,2011-09-20,1245
1831,2011-09-21,15932
1832,2011-09-22,2232
1833,2011-09-23,2451
1834,2011-09-26,1911
1835,2011-09-27,2816
1836,2011-09-28,3133
1837,2011-09-29,796
1838,2011-09-30,1138
1839,2011-10-03,1181
1840,2011-10-04,1327
1841,2011-10-05,1113
1842,2011-10-06,751
1843,2011-10-07,1041
1844,2011-10-10,955
1845,2011-10-11,992
1846,2011-10-12,1029
1847,2011-10-13,1113
1848,2011-10-14,1661
1849,2011-10-17,1044
1850,2011-10-18,4979
1851,2011-10-19,1577
1852,2011-10-20,1369
1853,2011-10-21,1974
1854,2011-10-24,1929
1855,2011-10-25,1427
1856,2011-10-26,847
1857,2011-10-27,1293
1858,2011-10-28,1888
1859,2011-10-31,1003
1860,2011-11-01,1653
1861,2011-11-02,919
1862,2011-11-03,728
1863,2011-11-04,1069
1864,2011-11-07,1204
1865,2011-11-08,706
1866,2011-11-09,1076
1867,2011-11-10,1061
1868,2011-11-11,1371
1869,2011-11-14,760
1870,2011-11-15,3469
1871,2011-11-16,835
1872,2011-11-17,905
1873,2011-11-18,1610
1874,2011-11-21,1180
1875,2011-11-22,1580
1876,2011-11-23,1271
1877,2011-11-24,462
1878,2011-11-25,1168
1879,2011-11-28,774
1880,2011-11-29,1062
1881,2011-11-30,2186
1882,2011-12-01,1060
1883,2011-12-02,858
1884,2011-12-05,824
1885,2011-12-06,1057
1886,2011-12-07,1025
1887,2011-12-08,1508
1888,2011-12-09,999
1889,2011-12-12,911
1890,2011-12-13,1183
1891,2011-12-14,1282
1892,2011-12-15,1330
1893,2011-12-16,1086
1894,2011-12-19,1939
1895,2011-12-20,914
1896,2011-12-21,6105
1897,2011-12-22,790
1898,2011-12-23,588
1899,2011-12-28,947
1900,2011-12-29,605
1901,2011-12-30,1534
1902,2012-01-03,2085
1903,2012-01-04,1418
1904,2012-01-05,1629
1905,2012-01-06,2991
1906,2012-01-09,1454
1907,2012-01-10,2329
1908,2012-01-11,1281
1909,2012-01-12,1509
1910,2012-01-13,855
1911,2012-01-16,660
1912,2012-01-17,1812
1913,2012-01-18,3652
1914,2012-01-19,1652
1915,2012-01-20,1309
1916,2012-01-23,1363
1917,2012-01-24,1154
1918,2012-01-25,1534
1919,2012-01-26,1452
1920,2012-01-27,1218
1921,2012-01-30,1496
1922,2012-01-31,2845
1923,2012-02-01,2532
1924,2012-02-02,2522
1925,2012-02-03,2275
1926,2012-02-06,1334
1927,2012-02-07,2319
1928,2012-02-08,2786
1929,2012-02-09,1133
1930,2012-02-10,1750
1931,2012-02-13,1703
1932,2012-02-14,4004
1933,2012-02-15,1400
1934,2012-02-16,5152
1935,2012-02-17,1930
1936,2012-02-20,778
1937,2012-02-21,1379
1938,2012-02-22,1630
1939,2012-02-23,1782
1940,2012-02-24,2108
1941,2012-02-27,1842
1942,2012-02-28,2696
1943,2012-02-29,2477
1944,2012-03-01,2565
1945,2012-03-02,2469
1946,2012-03-05,1337
1947,2012-03-06,3329
1948,2012-03-07,1219
1949,2012-03-08,1547
1950,2012-03-09,1979
1951,2012-03-12,925
1952,2012-03-13,723
1953,2012-03-14,2421
1954,2012-03-15,1099
1955,2012-03-16,1638
1956,2012-03-19,1353
1957,2012-03-20,8777
1958,2012-03-21,2844
1959,2012-03-22,2083
1960,2012-03-23,2935
1961,2012-03-26,1379
1962,2012-03-27,1541
1963,2012-03-28,1032
1964,2012-03-29,1844
1965,2012-03-30,3031
1966,2012-04-02,1595
1967,2012-04-03,1195
1968,2012-04-04,1496
1969,2012-04-05,2419
1970,2012-04-10,1820
1971,2012-04-11,1600
1972,2012-04-12,1565
1973,2012-04-13,1674
1974,2012-04-16,1642
1975,2012-04-17,1193
1976,2012-04-18,6207
1977,2012-04-19,1604
1978,2012-04-20,2351
1979,2012-04-23,1826
1980,2012-04-24,1816
1981,2012-04-25,1719
1982,2012-04-26,1290
1983,2012-04-27,1250
1984,2012-04-30,1295
1985,2012-05-01,1850
1986,2012-05-02,1338
1987,2012-05-03,1400
1988,2012-05-04,2002
1989,2012-05-08,1774
1990,2012-05-09,1310
1991,2012-05-10,975
1992,2012-05-11,1466
1993,2012-05-14,1240
1994,2012-05-15,5175
1995,2012-05-16,2126
1996,2012-05-17,3569
1997,2012-05-18,4478
1998,2012-05-21,1624
1999,2012-05-22,1096
2000,2012-05-23,1934
2001,2012-05-24,1192
2002,2012-05-25,1758
2003,2012-05-28,952
2004,2012-05-29,1245
2005,2012-05-30,1409
2006,2012-05-31,2123
2007,2012-06-01,3028
2008,2012-06-06,1411
2009,2012-06-07,1404
2010,2012-06-08,1558
2011,2012-06-11,779
2012,2012-06-12,860
2013,2012-06-13,796
2014,2012-06-14,974
2015,2012-06-15,1410
2016,2012-06-18,1051
2017,2012-06-19,10216
2018,2012-06-20,1733
2019,2012-06-21,1553
2020,2012-06-22,2217
2021,2012-06-25,2498
2022,2012-06-26,1661
2023,2012-06-27,1694
2024,2012-06-28,1226
2025,2012-06-29,2998
2026,2012-07-02,1986
2027,2012-07-03,1965
2028,2012-07-04,1101
2029,2012-07-05,1373
2030,2012-07-06,1849
2031,2012-07-09,1248
2032,2012-07-10,1273
2033,2012-07-11,881
2034,2012-07-12,933
2035,2012-07-13,1483
2036,2012-07-16,1318
2037,2012-07-17,8910
2038,2012-07-18,804
2039,2012-07-19,1199
2040,2012-07-20,2043
2041,2012-07-23,1205
2042,2012-07-24,1407
2043,2012-07-25,1285
2044,2012-07-26,1264
2045,2012-07-27,4161
2046,2012-07-30,1326
2047,2012-07-31,1950
2048,2012-08-01,1597
2049,2012-08-02,2275
2050,2012-08-03,2456
2051,2012-08-06,754
2052,2012-08-07,1059
2053,2012-08-08,1177
2054,2012-08-09,905
2055,2012-08-10,1120
2056,2012-08-13,1586
2057,2012-08-14,1280
2058,2012-08-15,1836
2059,2012-08-16,1027
2060,2012-08-17,2350
2061,2012-08-20,1296
2062,2012-08-21,5851
2063,2012-08-22,547
2064,2012-08-23,1191
2065,2012-08-24,2266
2066,2012-08-28,1597
2067,2012-08-29,1532
2068,2012-08-30,839
2069,2012-08-31,2083
2070,2012-09-03,1497
2071,2012-09-04,1475
2072,2012-09-05,2230
2073,2012-09-06,2708
2074,2012-09-07,3023
2075,2012-09-10,2475
2076,2012-09-11,1376
2077,2012-09-12,1355
2078,2012-09-13,1599
2079,2012-09-14,1981
2080,2012-09-17,1559
2081,2012-09-18,1248
2082,2012-09-19,19872
2083,2012-09-20,1324
2084,2012-09-21,1557
2085,2012-09-24,1070
2086,2012-09-25,1660
2087,2012-09-26,2120
2088,2012-09-27,3054
2089,2012-09-28,1474
2090,2012-10-01,1787
2091,2012-10-02,2674
2092,2012-10-03,1427
2093,2012-10-04,1378
2094,2012-10-05,2137
2095,2012-10-08,1115
2096,2012-10-09,1063
2097,2012-10-10,2262
2098,2012-10-11,2104
2099,2012-10-12,3763
2100,2012-10-15,2253
2101,2012-10-16,5542
2102,2012-10-17,1553
2103,2012-10-18,1782
2104,2012-10-19,2587
2105,2012-10-22,1942
2106,2012-10-23,3090
2107,2012-10-24,2197
2108,2012-10-25,1330
2109,2012-10-26,2195
2110,2012-10-29,1339
2111,2012-10-30,948
2112,2012-10-31,1791
2113,2012-11-01,2867
2114,2012-11-02,3333
2115,2012-11-05,2293
2116,2012-11-06,2111
2117,2012-11-07,2379
2118,2012-11-08,1691
2119,2012-11-09,3479
2120,2012-11-12,1783
2121,2012-11-13,1209
2122,2012-11-14,1209
2123,2012-11-15,2313
2124,2012-11-16,3069
2125,2012-11-19,1858
2126,2012-11-20,6511
2127,2012-11-21,1867
2128,2012-11-22,1018
2129,2012-11-23,2168
2130,2012-11-26,1377
2131,2012-11-27,1687
2132,2012-11-28,1166
2133,2012-11-29,2722
2134,2012-11-30,3291
2135,2012-12-03,1338
2136,2012-12-04,1573
2137,2012-12-05,1322
2138,2012-12-06,1245
2139,2012-12-07,1138
2140,2012-12-10,2674
2141,2012-12-11,3229
2142,2012-12-12,1896
2143,2012-12-13,1298
2144,2012-12-14,1541
2145,2012-12-17,1335
2146,2012-12-18,2204
2147,2012-12-19,1694
2148,2012-12-20,18450
2149,2012-12-21,1391
2150,2012-12-24,862
2151,2012-12-27,1265
2152,2012-12-28,1590
2153,2012-12-31,2477
2154,2013-01-02,2096
2155,2013-01-03,1876
2156,2013-01-04,1675
2157,2013-01-07,1321
2158,2013-01-08,1458
2159,2013-01-09,1107
2160,2013-01-10,1008
2161,2013-01-11,1345
2162,2013-01-14,1384
2163,2013-01-15,2114
2164,2013-01-16,1234
2165,2013-01-17,5691
2166,2013-01-18,1280
2167,2013-01-21,868
2168,2013-01-22,1376
2169,2013-01-23,1281
2170,2013-01-24,2071
2171,2013-01-25,1882
2172,2013-01-28,1868
2173,2013-01-29,2713
2174,2013-01-30,1640
2175,2013-01-31,2285
2176,2013-02-01,1537
2177,2013-02-04,714
2178,2013-02-05,1266
2179,2013-02-06,1721
2180,2013-02-07,1732
2181,2013-02-08,1051
2182,2013-02-11,870
2183,2013-02-12,1346
2184,2013-02-13,1249
2185,2013-02-14,1286
2186,2013-02-15,6438
2187,2013-02-18,1336
2188,2013-02-19,1092
2189,2013-02-20,1937
2190,2013-02-21,2121
2191,2013-02-22,1502
2192,2013-02-25,1412
2193,2013-02-26,1351
2194,2013-02-27,2077
2195,2013-02-28,2487
2196,2013-03-01,2449
2197,2013-03-04,1938
2198,2013-03-05,1481
2199,2013-03-06,1901
2200,2013-03-07,1799
2201,2013-03-08,1947
2202,2013-03-11,1173
2203,2013-03-12,1053
2204,2013-03-13,1735
2205,2013-03-14,1792
2206,2013-03-15,2197
2207,2013-03-18,2229
2208,2013-03-19,11059
2209,2013-03-20,1399
2210,2013-03-21,1062
2211,2013-03-22,1449
2212,2013-03-25,809
2213,2013-03-26,2275
2214,2013-03-27,1607
2215,2013-03-28,1249
2216,2013-04-02,1537
2217,2013-04-03,1416
2218,2013-04-04,1149
2219,2013-04-05,1838
2220,2013-04-08,770
2221,2013-04-09,968
2222,2013-04-10,1332
2223,2013-04-11,1405
2224,2013-04-12,1033
2225,2013-04-15,1868
2226,2013-04-16,940
2227,2013-04-17,7562
2228,2013-04-18,1020
2229,2013-04-19,1039
2230,2013-04-22,1121
2231,2013-04-23,1522
2232,2013-04-24,1090
2233,2013-04-25,1084
2234,2013-04-26,1330
2235,2013-04-29,832
2236,2013-04-30,1138
2237,2013-05-01,1393
2238,2013-05-02,1223
2239,2013-05-03,1587
2240,2013-05-07,1134
2241,2013-05-08,1163
2242,2013-05-09,1445
2243,2013-05-10,1521
2244,2013-05-13,792
2245,2013-05-14,973
2246,2013-05-15,1226
2247,2013-05-16,1092
2248,2013-05-17,1445
2249,2013-05-20,1228
2250,2013-05-21,8046
2251,2013-05-22,1448
2252,2013-05-23,1385
2253,2013-05-24,2630
2254,2013-05-28,2477
2255,2013-05-29,1503
2256,2013-05-30,2330
2257,2013-05-31,3965
2258,2013-06-03,2183
2259,2013-06-04,2132
2260,2013-06-05,1928
2261,2013-06-06,2436
2262,2013-06-07,3250
2263,2013-06-10,1288
2264,2013-06-11,1752
2265,2013-06-12,1472
2266,2013-06-13,1237
2267,2013-06-14,1510
2268,2013-06-17,1287
2269,2013-06-18,13063
2270,2013-06-19,1741
2271,2013-06-20,2622
2272,2013-06-21,3334
2273,2013-06-24,1007
2274,2013-06-25,1469
2275,2013-06-26,888
2276,2013-06-27,849
2277,2013-06-28,1030
2278,2013-07-01,1590
2279,2013-07-02,1419
2280,2013-07-03,1965
2281,2013-07-04,569
2282,2013-07-05,1420
2283,2013-07-08,1044
2284,2013-07-09,1312
2285,2013-07-10,1027
2286,2013-07-11,1676
2287,2013-07-12,1744
2288,2013-07-15,671
2289,2013-07-16,4022
2290,2013-07-17,1842
2291,2013-07-18,993
2292,2013-07-19,1856
2293,2013-07-22,592
2294,2013-07-23,698
2295,2013-07-24,868
2296,2013-07-25,565
2297,2013-07-26,1042
2298,2013-07-29,929
2299,2013-07-30,1752
2300,2013-07-31,1164
2301,2013-08-01,3035
2302,2013-08-02,3941
2303,2013-08-05,1609
2304,2013-08-06,799
2305,2013-08-07,955
2306,2013-08-08,1468
2307,2013-08-09,2184
2308,2013-08-12,1241
2309,2013-08-13,1250
2310,2013-08-14,946
2311,2013-08-15,1517
2312,2013-08-16,1915
2313,2013-08-19,1971
2314,2013-08-20,6613
2315,2013-08-21,1500
2316,2013-08-22,1964
2317,2013-08-23,1953
2318,2013-08-27,1288
2319,2013-08-28,1166
2320,2013-08-29,2149
2321,2013-08-30,2759
2322,2013-09-02,1359
2323,2013-09-03,1157
2324,2013-09-04,2117
